Name{string},Alternate Spelling{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},Point_Features{point},Reference{string},Comments{string},_the_sort{serial}
"Hierro",,"Canary Is","Shield volcano","27.73","-18.03","1500","POINT(-18.03 27.73)",,,"492"
"Hijiori",,"Honshu-Japan","Caldera","38.61","140.18","516","POINT(140.18 38.61)",,,"493"
"Hiri",,"Halmahera-Indonesia","Stratovolcano","0.9","127.32","630","POINT(127.32 0.9)",,,"494"
"Hiuchi",,"Honshu-Japan","Stratovolcano","36.95","139.29","2356","POINT(139.29 36.95)",,,"495"
"Hobicha Caldera",,"Ethiopia","Caldera","6.78","37.83","1800","POINT(37.83 6.78)",,,"496"
"Hodson",,"Antarctica","Stratovolcano","-56.7","-27.15","1005","POINT(-27.15 -56.7)",,,"497"
"Hofsjökull",,"Iceland-SW","Subglacial volcano","64.78","-18.92","1782","POINT(-18.92 64.78)",,,"498"
"Homa Mountain",,"Africa-E","Complex volcano","-0.38","34.5","1751","POINT(34.5 -0.38)",,,"499"
"Home Reef",,"Tonga-SW Pacific","Submarine volcano","-18.99","-174.78","-2","POINT(-174.78 -18.99)",,,"500"
"Honggeertu",,"China-E","Cinder cones","41.47","113","1700","POINT(113 41.47)",,,"501"
"Hood",,"US-Oregon","Stratovolcano","45.37","-121.7","3426","POINT(-121.7 45.37)",,,"502"
"Hoodoo Mountain",,"Canada","Subglacial volcano","56.78","-131.28","1850","POINT(-131.28 56.78)",,,"503"
"Hornopirén",,"Chile-S","Stratovolcano","-41.87","-72.43","1572","POINT(-72.43 -41.87)",,,"504"
"Hualalai",,"Hawaiian Is","Shield volcano","19.69","-155.87","2523","POINT(-155.87 19.69)",,,"505"
"Huambo",,"Perú","Volcanic field","-15.83","-72.13","4550","POINT(-72.13 -15.83)",,,"506"
"Huanquihue Group",,"Argentina","Stratovolcanoes","-39.88","-71.58","2139","POINT(-71.58 -39.88)",,,"507"
"Huaynaputina",,"Perú","Stratovolcano","-16.61","-70.85","4850","POINT(-70.85 -16.61)",,,"508"
"Hudson Mountains",,"Antarctica","Stratovolcanoes","-74.33","-99.42","749","POINT(-99.42 -74.33)",,,"509"
"Hudson, Cerro",,"Chile-S","Stratovolcano","-45.9","-72.97","1905","POINT(-72.97 -45.9)",,,"510"
"Huequi",,"Chile-S","Stratovolcano","-42.38","-72.58","1318","POINT(-72.58 -42.38)",,,"511"
"Huila, Nevado del",,"Colombia","Stratovolcano","2.93","-76.03","5364","POINT(-76.03 2.93)",,,"512"
"Hulubelu",,"Sumatra","Caldera","-5.35","104.6","1040","POINT(104.6 -5.35)",,,"513"
"Humeros, Los",,"México","Calderas","19.68","-97.45","3150","POINT(-97.45 19.68)",,,"514"
"Hunga Tonga-Hunga Ha'apai",,"Tonga-SW Pacific","Submarine volcano","-20.57","-175.38","149","POINT(-175.38 -20.57)",,,"515"
"Hunter Island",,"SW Pacific","Stratovolcano","-22.4","172.05","297","POINT(172.05 -22.4)",,,"516"
"Hutapanjang",,"Sumatra","Stratovolcano","-2.33","101.6","2021","POINT(101.6 -2.33)",,,"517"
"Hydrographers Range",,"New Guinea","Stratovolcano","-9","148.37","1915","POINT(148.37 -9)",,,"518"
"Iamalele",,"D'Entrecasteaux Is","Lava domes","-9.52","150.53","200","POINT(150.53 -9.52)",,,"519"
"Ibu",,"Halmahera-Indonesia","Stratovolcano","1.49","127.63","1325","POINT(127.63 1.49)",,,"520"
"Ibusuki Volc Field",,"Kyushu-Japan","Calderas","31.22","130.57","922","POINT(130.57 31.22)",,,"521"
"Ichinsky",,"Kamchatka","Stratovolcano","55.68","157.73","3621","POINT(157.73 55.68)",,,"522"
"Iettunup",,"Kamchatka","Shield volcanoes","58.4","161.08","1340","POINT(161.08 58.4)",,,"523"
"Ijen",,"Java","Stratovolcanoes","-8.06","114.24","2799","POINT(114.24 -8.06)",,,"524"
"Iktunup",,"Kamchatka","Shield volcanoes","58.08","160.77","2300","POINT(160.77 58.08)",,,"525"
"Iliamna",,"Alaska-SW","Stratovolcano","60.03","-153.09","3053","POINT(-153.09 60.03)",,,"526"
"Iliboleng",,"Lesser Sunda Is","Stratovolcano","-8.34","123.26","1659","POINT(123.26 -8.34)",,,"527"
"Ililabalekan",,"Lesser Sunda Is","Stratovolcano","-8.55","123.38","1018","POINT(123.38 -8.55)",,,"528"
"Ilimuda",,"Lesser Sunda Is","Stratovolcano","-8.48","122.67","1100","POINT(122.67 -8.48)",,,"529"
"Iliwerung",,"Lesser Sunda Is","Complex volcano","-8.53","123.57","1018","POINT(123.57 -8.53)",,,"530"
"Illiniza",,"Ecuador","Stratovolcano","-0.66","-78.71","5248","POINT(-78.71 -0.66)",,,"531"
"Ilopango",,"El Salvador","Caldera","13.67","-89.05","450","POINT(-89.05 13.67)",,,"532"
"Ilyinsky",,"Kamchatka","Stratovolcano","51.49","157.2","1578","POINT(157.2 51.49)",,,"533"
"Imbabura",,"Ecuador","Compound volcano","0.26","-78.18","4609","POINT(-78.18 0.26)",,,"534"
"Imun",,"Sumatra","Unknown","2.16","98.93","1505","POINT(98.93 2.16)",,,"535"
"Imuruk Lake",,"Alaska-W","Shield volcanoes","65.6","-163.92","610","POINT(-163.92 65.6)",,,"536"
"Incahuasi, Nevado de",,"Chile-N","Stratovolcanoes","-27.04","-68.28","6621","POINT(-68.28 -27.04)",,,"537"
"Indian Heaven",,"US-Washington","Shield volcanoes","45.93","-121.82","1806","POINT(-121.82 45.93)",,,"538"
"Ingakslugwat Hills",,"Alaska-W","Cinder cones","61.43","-164.47","190","POINT(-164.47 61.43)",,,"539"
"Inielika",,"Lesser Sunda Is","Complex volcano","-8.73","120.98","1559","POINT(120.98 -8.73)",,,"540"
"Inierie",,"Lesser Sunda Is","Stratovolcano","-8.88","120.95","2245","POINT(120.95 -8.88)",,,"541"
"Inyo Craters",,"US-California","Lava domes","37.69","-119.02","2629","POINT(-119.02 37.69)",,,"542"
"Ioto [Iwo-jima]",,"Volcano Is-Japan","Caldera","24.75","141.29","161","POINT(141.29 24.75)",,,"543"
"Ipala",,"Guatemala","Stratovolcano","14.55","-89.63","1650","POINT(-89.63 14.55)",,,"544"
"Iraya",,"Luzon-N of","Stratovolcano","20.47","122.01","1009","POINT(122.01 20.47)",,,"545"
"Irazú",,"Costa Rica","Stratovolcano","9.98","-83.85","3432","POINT(-83.85 9.98)",,,"546"
"Iriga",,"Luzon-Philippines","Stratovolcano","13.46","123.46","1196","POINT(123.46 13.46)",,,"547"
"Iriomote-jima",,"Ryukyu Is","Submarine volcano","24.56","124","-200","POINT(124 24.56)",,,"548"
"Irruputuncu",,"Chile-N","Stratovolcano","-20.73","-68.55","5163","POINT(-68.55 -20.73)",,,"549"
"Isanotski",,"Aleutian Is","Stratovolcano","54.77","-163.72","2446","POINT(-163.72 54.77)",,,"550"
"Isarog",,"Luzon-Philippines","Stratovolcano","13.66","123.38","1966","POINT(123.38 13.66)",,,"551"
"Ischia",,"Italy","Complex volcano","40.73","13.9","789","POINT(13.9 40.73)",,,"552"
"Iskut-Unuk River Cones",,"Canada","Cinder cones","56.58","-130.55","1880","POINT(-130.55 56.58)",,,"553"
"Isluga",,"Chile-N","Stratovolcano","-19.15","-68.83","5550","POINT(-68.83 -19.15)",,,"554"
"Itasy Volc Field",,"Madagascar","Scoria cones","-19","46.77","1800","POINT(46.77 -19)",,,"555"
"Ithnayn, Harrat",,"Arabia-W","Volcanic field","26.58","40.2","1625","POINT(40.2 26.58)",,,"556"
"Ivao Group",,"Kuril Is","Cinder cones","45.77","149.68","1426","POINT(149.68 45.77)",,,"557"
"Iwaki",,"Honshu-Japan","Stratovolcano","40.65","140.31","1625","POINT(140.31 40.65)",,,"558"
"Iwate",,"Honshu-Japan","Complex volcano","39.85","141","2041","POINT(141 39.85)",,,"559"
"Iwo-Tori-shima",,"Ryukyu Is","Complex volcano","27.88","128.22","212","POINT(128.22 27.88)",,,"560"
"Ixtepeque",,"Guatemala","Lava domes","14.42","-89.68","1292","POINT(-89.68 14.42)",,,"561"
"Iya",,"Lesser Sunda Is","Stratovolcano","-8.9","121.65","637","POINT(121.65 -8.9)",,,"562"
"Iyang-Argapura",,"Java","Complex volcano","-7.97","113.57","3088","POINT(113.57 -7.97)",,,"563"
"Izalco",,"El Salvador","Stratovolcano","13.81","-89.63","1950","POINT(-89.63 13.81)",,,"564"
"Iztaccíhuatl",,"México","Stratovolcano","19.18","-98.64","5230","POINT(-98.64 19.18)",,,"565"
"Izumbwe-Mpoli",,"Africa-E","Pyroclastic cones","-8.93","33.4","1568","POINT(33.4 -8.93)",,,"566"
"Izu-Tobu",,"Honshu-Japan","Pyroclastic cones","34.9","139.1","1406","POINT(139.1 34.9)",,,"567"
"Jailolo",,"Halmahera-Indonesia","Stratovolcano","1.08","127.42","1130","POINT(127.42 1.08)",,,"568"
"Jalua",,"Ethiopia","Stratovolcano","15.04","39.82","713","POINT(39.82 15.04)",,,"569"
"Jaraguay Volc Field",,"México","Cinder cones","29.33","-114.5","960","POINT(-114.5 29.33)",,,"570"
"Jayu Khota, Laguna",,"Bolivia","Maars","-19.45","-67.42","3650","POINT(-67.42 -19.45)",,,"571"
"Jefferson",,"US-Oregon","Stratovolcano","44.67","-121.8","3199","POINT(-121.8 44.67)",,,"572"
"Jingbo",,"China-E","Volcanic field","44.08","128.83","1000","POINT(128.83 44.08)",,,"573"
"Jocotitlán",,"México","Stratovolcano","19.73","-99.76","3900","POINT(-99.76 19.73)",,,"574"
"Jolo",,"Sulu Is-Philippines","Pyroclastic cones","6.01","121.06","811","POINT(121.06 6.01)",,,"575"
"Jordan Craters",,"US-Oregon","Volcanic field","43.15","-117.46","1473","POINT(-117.46 43.15)",,,"576"
"Jumaytepeque",,"Guatemala","Stratovolcano","14.34","-90.27","1815","POINT(-90.27 14.34)",,,"577"
"Kaba",,"Sumatra","Stratovolcano","-3.52","102.62","1952","POINT(102.62 -3.52)",,,"578"
"Kabargin Oth Group",,"Georgia","Cinder cones","42.55","44","3650","POINT(44 42.55)",,,"579"
"Kadovar",,"New Guinea-NE of","Stratovolcano","-3.63","144.63","365","POINT(144.63 -3.63)",,,"580"
"Kagamil",,"Aleutian Is","Stratovolcano","52.97","-169.72","893","POINT(-169.72 52.97)",,,"581"
"Kaguyak",,"Alaska Peninsula","Stratovolcano","58.61","-154.03","901","POINT(-154.03 58.61)",,,"582"
"Kahoollawe",,"Hawaiian Is","Shield volcanoe","20.6","-156.6","450","POINT(-156.6 20.6)",,,"583"
"Kaikata Seamount",,"Volcano Is-Japan","Submarine volcano","26.67","141","-162","POINT(141 26.67)",,,"584"
"Kaikohe-Bay of Islands",,"New Zealand","Volcanic field","-35.3","173.9","388","POINT(173.9 -35.3)",,,"585"
"Kaileney",,"Kamchatka","Shield volcano","57.8","160.67","1582","POINT(160.67 57.8)",,,"586"
"Kaitoku Seamount",,"Volcano Is-Japan","Submarine volcano","26.12","141.1","-103","POINT(141.1 26.12)",,,"587"
"Kalatungan",,"Mindanao-Philippines","Stratovolcano","7.95","124.8","2824","POINT(124.8 7.95)",,,"588"
"Kambalny",,"Kamchatka","Stratovolcano","51.3","156.87","2156","POINT(156.87 51.3)",,,"589"
"Kamen",,"Kamchatka","Stratovolcano","56.02","160.59","4585","POINT(160.59 56.02)",,,"590"
"Kana Keoki",,"Solomon Is-SW Pacific","Submarine volcano","-8.75","157.03","-700","POINT(157.03 -8.75)",,,"591"
"Kanaga",,"Aleutian Is","Stratovolcano","51.92","-177.17","1307","POINT(-177.17 51.92)",,,"592"
"Kanpu",,"Honshu-Japan","Stratovolcano","39.93","139.88","355","POINT(139.88 39.93)",,,"593"
"Kao",,"Tonga-SW Pacific","Stratovolcano","-19.67","-175.03","1030","POINT(-175.03 -19.67)",,,"594"
"Karaca Dag",,"Turkey","Shield volcano","37.67","39.83","1957","POINT(39.83 37.67)",,,"595"
"Karaha, Kawah",,"Java","Fumarole field","-7.12","108.08","1155","POINT(108.08 -7.12)",,,"596"
"Karang",,"Java","Stratovolcano","-6.27","106.04","1778","POINT(106.04 -6.27)",,,"597"
"Karangetang [Api Siau]",,"Sangihe Is-Indonesia","Stratovolcano","2.78","125.4","1784","POINT(125.4 2.78)",,,"598"
"Karapinar Field",,"Turkey","Cinder cones","37.67","33.65","1302","POINT(33.65 37.67)",,,"599"
"Karisimbi",,"Africa-C","Stratovolcano","-1.5","29.45","4507","POINT(29.45 -1.5)",,,"600"
"Karkar",,"New Guinea-NE of","Stratovolcano","-4.65","145.96","1839","POINT(145.96 -4.65)",,,"601"
"Karpinsky Group",,"Kuril Is","Cones","50.13","155.37","1345","POINT(155.37 50.13)",,,"602"
"Kars Plateau",,"Turkey","Volcanic field","40.75","42.9","3000","POINT(42.9 40.75)",,,"603"
"Karthala",,"Indian O.-W","Shield volcano","-11.75","43.38","2361","POINT(43.38 -11.75)",,,"604"
"Karymsky",,"Kamchatka","Stratovolcano","54.05","159.45","1536","POINT(159.45 54.05)",,,"605"
"Kasatochi",,"Aleutian Is","Stratovolcano","52.18","-175.51","314","POINT(-175.51 52.18)",,,"606"
"Kasbek",,"Georgia","Stratovolcano","42.7","44.5","5050","POINT(44.5 42.7)",,,"607"
"Kasuga",,"Volcano Is-Japan","Submarine volcano","21.77","143.71","-598","POINT(143.71 21.77)",,,"608"
"Katla",,"Iceland-S","Subglacial volcano","63.63","-19.05","1512","POINT(-19.05 63.63)",,,"609"
"Katmai",,"Alaska Peninsula","Stratovolcano","58.28","-154.96","2047","POINT(-154.96 58.28)",,,"610"
"Katunga",,"Africa-C","Tuff cone","-0.47","30.19","1707","POINT(30.19 -0.47)",,,"611"
"Katwe-Kikorongo Field",,"Africa-C","Tuff cones","-0.08","29.92","1067","POINT(29.92 -0.08)",,,"612"
"Kavachi",,"Solomon Is-SW Pacific","Submarine volcano","-9.02","157.95","-20","POINT(157.95 -9.02)",,,"613"
"Kawi-Butak",,"Java","Stratovolcanoes","-7.92","112.45","2651","POINT(112.45 -7.92)",,,"614"
"Kebeney",,"Kamchatka","Shield volcano","57.1","159.93","1527","POINT(159.93 57.1)",,,"615"
"Kekurny",,"Kamchatka","Shield volcanoes","56.4","158.85","1377","POINT(158.85 56.4)",,,"616"
"Kelimutu",,"Lesser Sunda Is","Complex volcano","-8.77","121.82","1639","POINT(121.82 -8.77)",,,"617"
"Kell",,"Kamchatka","Stratovolcanoes","51.65","157.35","900","POINT(157.35 51.65)",,,"618"
"Keluo Group",,"China-E","Pyroclastic cones","49.37","125.92","670","POINT(125.92 49.37)",,,"619"
"Kelut",,"Java","Stratovolcano","-7.93","112.31","1731","POINT(112.31 -7.93)",,,"620"
"Kendang",,"Java","Stratovolcano","-7.23","107.72","2608","POINT(107.72 -7.23)",,,"621"
"Kerguelen Islands",,"Indian O.-S","Stratovolcanoes","-49.58","69.5","1840","POINT(69.5 -49.58)",,,"622"
"Kerinci",,"Sumatra","Stratovolcano","-1.7","101.26","3800","POINT(101.26 -1.7)",,,"623"
"Kerlingarfjöll",,"Iceland-SW","Stratovolcano","64.63","-19.32","1488","POINT(-19.32 64.63)",,,"624"
"Ketoi",,"Kuril Is","Stratovolcano","47.35","152.48","1172","POINT(152.48 47.35)",,,"625"
"Khangar",,"Kamchatka","Stratovolcano","54.75","157.38","2000","POINT(157.38 54.75)",,,"626"
"Khanuy Gol",,"Mongolia","Volcanic field","48.67","102.75","1886","POINT(102.75 48.67)",,,"627"
"Kharimkotan",,"Kuril Is","Stratovolcano","49.12","154.51","1145","POINT(154.51 49.12)",,,"628"
"Khaybar, Harrat",,"Arabia-W","Volcanic field","25","39.92","2093","POINT(39.92 25)",,,"629"
"Khodutka",,"Kamchatka","Stratovolcanoes","52.06","157.7","2090","POINT(157.7 52.06)",,,"630"
"Kialagvik",,"Alaska Peninsula","Stratovolcano","57.2","-156.75","1677","POINT(-156.75 57.2)",,,"631"
"Kick 'em Jenny",,"W Indies","Submarine volcano","12.3","-61.64","-185","POINT(-61.64 12.3)",,,"632"
"Kieyo",,"Africa-E","Stratovolcano","-9.23","33.78","2175","POINT(33.78 -9.23)",,,"633"
"Kikai",,"Ryukyu Is","Caldera","30.79","130.31","704","POINT(130.31 30.79)",,,"634"
"Kikhpinych",,"Kamchatka","Stratovolcanoes","54.49","160.25","1552","POINT(160.25 54.49)",,,"635"
"Kilauea",,"Hawaiian Is","Shield volcano","19.42","-155.29","1222","POINT(-155.29 19.42)",,,"636"
"Kilimanjaro",,"Africa-E","Stratovolcano","-3.07","37.35","5895","POINT(37.35 -3.07)",,,"637"
"Kinenin",,"Kamchatka","Maar","57.35","160.97","583","POINT(160.97 57.35)",,,"638"
"Kirishima",,"Kyushu-Japan","Shield volcano","31.93","130.86","1700","POINT(130.86 31.93)",,,"639"
"Kishb, Harrat",,"Arabia-W","Volcanic field","22.8","41.38","1475","POINT(41.38 22.8)",,,"640"
"Kiska",,"Aleutian Is","Stratovolcano","52.1","177.6","1220","POINT(177.6 52.1)",,,"641"
"Kita-Fukutokutai",,"Volcano Is-Japan","Submarine volcano","24.41","141.42","-73","POINT(141.42 24.41)",,,"642"
"Kita-Iwo-jima",,"Volcano Is-Japan","Stratovolcano","25.42","141.28","792","POINT(141.28 25.42)",,,"643"
"Kizimen",,"Kamchatka","Stratovolcano","55.13","160.32","2376","POINT(160.32 55.13)",,,"644"
"Klabat",,"Sulawesi-Indonesia","Stratovolcano","1.47","125.03","1995","POINT(125.03 1.47)",,,"645"
"Kliuchevskoi",,"Kamchatka","Stratovolcano","56.06","160.64","4835","POINT(160.64 56.06)",,,"646"
"Kogaja-jima",,"Ryukyu Is","Lava domes","29.88","129.63","301","POINT(129.63 29.88)",,,"647"
"Kohala",,"Hawaiian Is","Shield volcano","20.12","-155.7","1700","POINT(-155.7 20.12)",,,"648"
"Kolbeinsey Ridge",,"Iceland-N of","Submarine volcano","66.67","-18.5","5","POINT(-18.5 66.67)",,,"649"
"Kolokol Group",,"Kuril Is","Somma volcanoes","46.04","150.05","1328","POINT(150.05 46.04)",,,"650"
"Komaga-take",,"Hokkaido-Japan","Stratovolcano","42.06","140.68","1131","POINT(140.68 42.06)",,,"651"
"Komarov",,"Kamchatka","Stratovolcano","55.03","160.72","2070","POINT(160.72 55.03)",,,"652"
"Kone",,"Ethiopia","Calderas","8.8","39.69","1619","POINT(39.69 8.8)",,,"653"
"Koniuji",,"Aleutian Is","Stratovolcano","52.22","-175.13","273","POINT(-175.13 52.22)",,,"654"
"Kookooligit Mountains",,"Alaska-W","Shield volcano","63.6","-170.43","673","POINT(-170.43 63.6)",,,"655"
"Koranga",,"New Guinea","Maar","-7.33","146.71","1500","POINT(146.71 -7.33)",,,"656"
"Korath Range",,"Ethiopia","Tuff cones","5.1","35.88","912","POINT(35.88 5.1)",,,"657"
"Koro",,"Fiji Is-SW Pacific","Cinder cones","-17.32","179.4","522","POINT(179.4 -17.32)",,,"658"
"Korosi",,"Africa-E","Shield volcano","0.77","36.12","1446","POINT(36.12 0.77)",,,"659"
"Koryaksky",,"Kamchatka","Stratovolcano","53.32","158.69","3456","POINT(158.69 53.32)",,,"660"
"Koshelev",,"Kamchatka","Stratovolcano","51.36","156.75","1812","POINT(156.75 51.36)",,,"661"
"Kostakan",,"Kamchatka","Cinder cones","53.83","158.05","1150","POINT(158.05 53.83)",,,"662"
"Koussi, Emi",,"Africa-N","Pyroclastic shield","19.8","18.53","3415","POINT(18.53 19.8)",,,"663"
"Kozu-shima",,"Izu Is-Japan","Lava domes","34.22","139.16","572","POINT(139.16 34.22)",,,"664"
"Kozyrevsky",,"Kamchatka","Shield volcano","55.58","158.38","2016","POINT(158.38 55.58)",,,"665"
"Krafla",,"Iceland-NE","Caldera","65.73","-16.78","650","POINT(-16.78 65.73)",,,"666"
"Krainy",,"Kamchatka","Shield volcano","56.37","159.03","1554","POINT(159.03 56.37)",,,"667"
"Krakatau",,"Indonesia","Caldera","-6.1","105.42","813","POINT(105.42 -6.1)",,,"668"
"Krasheninnikov",,"Kamchatka","Caldera","54.59","160.27","1856","POINT(160.27 54.59)",,,"669"
"Krísuvík",,"Iceland-SW","Crater rows","63.93","-22.1","379","POINT(-22.1 63.93)",,,"670"
"Kronotsky",,"Kamchatka","Stratovolcano","54.75","160.53","3528","POINT(160.53 54.75)",,,"671"
"Ksudach",,"Kamchatka","Stratovolcano","51.8","157.53","1079","POINT(157.53 51.8)",,,"672"
"Kuchinoerabu-jima",,"Ryukyu Is","Stratovolcanoes","30.44","130.22","657","POINT(130.22 30.44)",,,"673"
"Kuchino-shima",,"Ryukyu Is","Stratovolcanoes","29.96","129.93","628","POINT(129.93 29.96)",,,"674"
"Kueishantao",,"Taiwan-E of","Stratovolcano","24.85","121.92","401","POINT(121.92 24.85)",,,"675"
"Kuju",,"Kyushu-Japan","Stratovolcanoes","33.08","131.25","1791","POINT(131.25 33.08)",,,"676"
"Kukak",,"Alaska Peninsula","Stratovolcano","58.45","-154.36","2043","POINT(-154.36 58.45)",,,"677"
"Kula",,"Turkey","Cinder cones","38.58","28.52","750","POINT(28.52 38.58)",,,"678"
"Kulkev",,"Kamchatka","Shield volcano","56.37","158.37","915","POINT(158.37 56.37)",,,"679"
"Kunlun Volc Group",,"China-W","Pyroclastic cones","35.52","80.2","5808","POINT(80.2 35.52)",,,"680"
"Kunyit",,"Sumatra","Stratovolcano","-2.27","101.48","2151","POINT(101.48 -2.27)",,,"681"
"Kupreanof",,"Alaska Peninsula","Stratovolcano","56.01","-159.8","1895","POINT(-159.8 56.01)",,,"682"
"Kurikoma",,"Honshu-Japan","Stratovolcano","38.96","140.79","1628","POINT(140.79 38.96)",,,"683"
"Kurile Lake",,"Kamchatka","Caldera","51.45","157.12","81","POINT(157.12 51.45)",,,"684"
"Kurose Hole",,"Izu Is-Japan","Submarine volcano","33.4","139.68","-107","POINT(139.68 33.4)",,,"685"
"Kurub",,"Ethiopia","Shield volcano","11.88","41.21","625","POINT(41.21 11.88)",,,"686"
"Kusatsu-Shirane",,"Honshu-Japan","Stratovolcanoes","36.62","138.54","2171","POINT(138.54 36.62)",,,"687"
"Kutcharo",,"Hokkaido-Japan","Caldera","43.61","144.44","999","POINT(144.44 43.61)",,,"688"
"Kuttara",,"Hokkaido-Japan","Stratovolcanoes","42.49","141.16","581","POINT(141.16 42.49)",,,"689"
"Kuwae",,"Vanuatu-SW Pacific","Caldera","-16.83","168.54","-2","POINT(168.54 -16.83)",,,"690"
"Kverkfjöll",,"Iceland-NE","Stratovolcano","64.65","-16.72","1920","POINT(-16.72 64.65)",,,"691"
"Kyatwa Volc Field",,"Africa-C","Tuff cones","0.45","30.25","1430","POINT(30.25 0.45)",,,"692"
"La Palma",,"Canary Is","Stratovolcanoes","28.57","-17.83","2426","POINT(-17.83 28.57)",,,"693"
"Laguna Caldera",,"Luzon-Philippines","Caldera","14.42","121.27","743","POINT(121.27 14.42)",,,"694"
"Lajas, Las",,"Nicaragua","Shield volcano","12.3","-85.73","926","POINT(-85.73 12.3)",,,"695"
"Lamington",,"New Guinea","Stratovolcano","-8.95","148.15","1680","POINT(148.15 -8.95)",,,"696"
"Lamongan",,"Java","Stratovolcano","-7.98","113.34","1651","POINT(113.34 -7.98)",,,"697"
"Langila",,"New Britain-SW Pac","Complex volcano","-5.53","148.42","1330","POINT(148.42 -5.53)",,,"698"
"Langjökull",,"Iceland-SW","Stratovolcano","64.75","-19.98","1360","POINT(-19.98 64.75)",,,"699"
"Lanín",,"Chile-C","Stratovolcano","-39.63","-71.5","3747","POINT(-71.5 -39.63)",,,"700"
"Lanzarote",,"Canary Is","Fissure vents","29.03","-13.63","670","POINT(-13.63 29.03)",,,"701"
"Larderello",,"Italy","Explosion craters","43.25","10.87","500","POINT(10.87 43.25)",,,"702"
"Láscar",,"Chile-N","Stratovolcanoes","-23.37","-67.73","5592","POINT(-67.73 -23.37)",,,"703"
"Lassen Volc Center",,"US-California","Stratovolcano","40.49","-121.51","3187","POINT(-121.51 40.49)",,,"704"
"Lastarria",,"Chile-N","Stratovolcano","-25.17","-68.5","5697","POINT(-68.5 -25.17)",,,"705"
"Late",,"Tonga-SW Pacific","Stratovolcano","-18.81","-174.65","540","POINT(-174.65 -18.81)",,,"706"
"Latukan",,"Mindanao-Philippines","Stratovolcano","7.65","124.45","2338","POINT(124.45 7.65)",,,"707"
"Lautaro",,"Chile-S","Stratovolcano","-49.02","-73.55","3607","POINT(-73.55 -49.02)",,,"708"
"Lavic Lake",,"US-California","Volcanic field","34.75","-116.63","1495","POINT(-116.63 34.75)",,,"709"
"Lawu",,"Java","Stratovolcano","-7.63","111.19","3265","POINT(111.19 -7.63)",,,"710"
"Leizhou Bandao",,"SE Asia","Volcanic field","20.78","110.17","259","POINT(110.17 20.78)",,,"711"
"Lengai, Ol Doinyo",,"Africa-E","Stratovolcano","-2.76","35.91","2962","POINT(35.91 -2.76)",,,"712"
"Leonard Range",,"Mindanao-Philippines","Stratovolcano","7.38","126.05","1080","POINT(126.05 7.38)",,,"713"
"Leroboleng",,"Lesser Sunda Is","Complex volcano","-8.36","122.84","1117","POINT(122.84 -8.36)",,,"714"
"Leskov Island",,"Antarctica","Stratovolcano","-56.67","-28.13","190","POINT(-28.13 -56.67)",,,"715"
"Leutongey",,"Kamchatka","Shield volcano","57.3","159.83","1333","POINT(159.83 57.3)",,,"716"
"Level Mountain",,"Canada","Shield volcano","58.42","-131.35","2190","POINT(-131.35 58.42)",,,"717"
"Lewotobi",,"Lesser Sunda Is","Stratovolcanoes","-8.54","122.78","1703","POINT(122.78 -8.54)",,,"718"
"Lewotolo",,"Lesser Sunda Is","Stratovolcano","-8.27","123.51","1423","POINT(123.51 -8.27)",,,"719"
"Liado Hayk",,"Ethiopia","Maars","9.57","40.28","878","POINT(40.28 9.57)",,,"720"
"Liamuiga",,"W Indies","Stratovolcano","17.37","-62.8","1156","POINT(-62.8 17.37)",,,"721"
"Licancabur",,"Chile-N","Stratovolcano","-22.83","-67.88","5916","POINT(-67.88 -22.83)",,,"722"
"Licto",,"Ecuador","Scoria cones","-1.78","-78.61","3336","POINT(-78.61 -1.78)",,,"723"
"Lihir",,"New Ireland-SW Pacific","Volcanic complex","-3.13","152.64","700","POINT(152.64 -3.13)",,,"724"
"Lipari",,"Italy","Stratovolcanoes","38.48","14.95","602","POINT(14.95 38.48)",,,"725"
"Little Sitkin",,"Aleutian Is","Stratovolcano","51.95","178.54","1174","POINT(178.54 51.95)",,,"726"
"Ljósufjöll",,"Iceland-W","Fissure vents","64.87","-22.23","988","POINT(-22.23 64.87)",,,"727"
"Llaima",,"Chile-C","Stratovolcano","-38.69","-71.73","3125","POINT(-71.73 -38.69)",,,"728"
"Llullaillaco",,"Chile-N","Stratovolcano","-24.72","-68.53","6739","POINT(-68.53 -24.72)",,,"729"
"Loihi",,"Hawaiian Is","Submarine volcano","18.92","-155.27","-975","POINT(-155.27 18.92)",,,"730"
"Loki-Fögrufjöll",,"Iceland-NE","Subglacial volcano","64.48","-17.8","1570","POINT(-17.8 64.48)",,,"731"
"Lokon-Empung",,"Sulawesi-Indonesia","Stratovolcano","1.36","124.79","1580","POINT(124.79 1.36)",,,"732"
"Lolo",,"New Britain-SW Pac","Stratovolcano","-5.47","150.51","805","POINT(150.51 -5.47)",,,"733"
"Lolobau",,"New Britain-SW Pac","Caldera","-4.92","151.16","858","POINT(151.16 -4.92)",,,"734"
"Loloru",,"Bougainville-SW Pacific","Pyroclastic shield","-6.52","155.62","1887","POINT(155.62 -6.52)",,,"735"
"Lomonosov Group",,"Kuril Is","Cinder cones","50.25","155.43","1681","POINT(155.43 50.25)",,,"736"
"Long Island",,"New Guinea-NE of","Complex volcano","-5.36","147.12","1280","POINT(147.12 -5.36)",,,"737"
